ent_ip_src,ent_tp_src,ent_tp_dst,ent_packet_type,total_packets
2.801355912,4.1352359214,2.6594645458,0.1347587335,2375
2.4688081377,3.6427641744,2.3046733287,0.1328068063,1059
2.4728762281,3.5524890969,2.5031338309,0.0993531936,1696
2.673421784,4.155863126,2.6645172715,0.0209876916,2485
2.8264265893,4.1326523918,3.2274684087,0.0592618644,1183
2.4158784827,3.5109212366,3.0258366959,0.1067431914,747
2.1584758847,3.9526490417,2.1283452121,0.0187051019,9094
3.5361420735,4.9119952894,2.7438868621,0.026468482,4206
3.507588917,4.9056719053,2.7431498296,0.0308452839,5745
3.0931592752,4.5273278996,2.2305999489,0.0415623707,4453
2.6241949725,4.3037446536,2.3514375966,0.0244877727,4985
3.2192816428,4.8430177256,3.0126004188,0.0078981099,3070
2.3495863162,3.8707188532,2.5715331434,0.0506071495,1596
2.4556849869,3.6283887922,2.2198879332,0.0142609204,3145
3.4130408107,4.622899597,3.4270062577,0.0802583673,1672
2.8560353192,4.3864084131,3.1866951373,0.1228139527,1321
3.2429919649,4.5749229756,3.1863614634,0.1123229921,2419
3.3827388654,4.8531209894,2.5031145419,0.064689284,3825
2.4294526225,3.9637390551,2.3506316382,0.0645100849,2453
3.2963098576,4.6933343533,2.7714884053,0.0789407386,2804
3.2976820775,4.7020599817,3.1038471258,0.0598064009,1641
2.5840810736,4.2409591863,2.1893096142,0.1384244633,1651
3.2135381908,4.6223132325,2.7953097105,0.0385851402,3420
2.993118676,4.42230005,2.9761152196,0,1466
1.5626589498,3.2600420674,2.0381617611,0,3330
3.1831832178,4.6063642761,3.0479308657,0,3059
2.6234564769,3.6439814428,3.1691678106,0.0349730535,644
2.984046025,4.0648456134,3.1355740595,0,935
3.2849230625,4.550077217,3.2056735603,0.0691134054,983
2.8135219631,4.300477102,2.6894212963,0.041423514,2703
3.221029335,4.538429588,2.6505646491,0.0680788482,1267
2.8902628235,4.1719129281,3.1425971675,0.1499707563,789
2.7729444645,4.2892209184,2.7331828729,0.0930071208,2635
2.8368350729,4.4777381821,2.7852043432,0.0291313885,1695
2.6637090234,3.797771475,2.9192499468,0.1409743377,1221
2.9152795454,4.1280569513,3.0714704737,0.159544746,1313
3.3108091617,4.7705346964,2.6165991797,0.0844755794,3918
2.7415659882,3.5274345665,1.8624687049,0.1403526116,1656
2.6139269788,4.3723300961,2.3541937448,0.0245417132,9138
3.1661612391,4.6636045644,2.5340821281,0.0191487593,4963
2.4866442093,4.0244874864,1.536196304,0,4067
2.5323657515,4.4594558904,2.1757333565,0,1966
3.2435377085,4.3869903896,2.6258233856,0.0240563169,1725
2.6587194432,4.3273903115,2.1160214976,0.0234025962,3856
2.2014079826,4.0353699708,2.4696587872,0.0325256374,3023
2.9978750348,4.4895849567,2.9981786964,0.0775057391,1688
2.1602850995,3.7913098716,2.1085871664,0.0557052574,3932
2.3007986245,3.9293165665,2.1193560294,0.0147248787,1516
2.7685116429,4.0557621028,3.5606739918,0.1304621027,1229
2.1950701309,4.0845520612,2.0703827005,0.0141773646,3160
3.4056927757,4.1872820546,2.396899828,0.0694340282,1256
2.8505499398,4.4679650132,2.3636492831,0.0957545493,2088
2.2896182651,3.9185054316,3.0568954119,0.0127789866,900
2.8379260801,4.3841262773,2.9749797365,0.07709165,872
1.6781559118,3.7115039699,2.0703953348,0.0530903799,3224
2.495618334,4.0988081203,2.497676589,0.0312638106,8749
2.2041109067,3.8055528003,2.196946678,0.0459507781,4394
1.7863786755,3.6161466015,1.9725286006,0.105155942,2754
2.4149629592,4.5718387345,2.6881152944,0.0777209462,3159
2.0008352011,3.7572831533,1.5739880535,0,2746
3.407797554,4.9592068643,3.2049672548,0.0473679978,4081
3.3359518263,4.7522660696,2.7773060293,0,3574
2.4607633692,3.7993591075,2.2506049246,0,3995
2.8969173577,4.4789088742,1.9025423635,0,6430
3.1909884416,4.6227567597,3.3169190045,0.0119466929,2026
1.92632377,3.867956953,2.0290381944,0,6697
2.9801846436,4.0659064333,2.1858144209,0.1555340507,1450
3.2467747498,4.9319305357,2.3092660002,0.0110280663,4201
2.8599054677,4.2423647453,2.4980700126,0.0417207804,2263
1.5787816456,3.4617175238,1.6496947537,0.0043068271,3022
2.9401550968,4.5594160121,2.4690517304,0.0357371561,3733
2.9356655345,4.4633675485,2.068300676,0.0415918768,4276
2.8501075812,3.8746538547,2.9367332943,0.0583181129,478
1.9093708173,3.2876038816,1.855333166,0.0417981918,3133
3.1834896936,4.3826283077,3.2684282198,0.0494605987,1135
2.7445443756,4.291524462,3.0661460853,0.1148177092,1947
3.1825721285,4.4478677368,3.2516077698,0.14677931,3082
2.8822747506,4.3375400123,2.6579369221,0.040795705,4345
3.3287727341,4.793493121,2.8209379906,0.113006169,2412
2.9337355113,3.9052730048,2.6499002131,0.0928942192,1137
2.7845195824,4.0896680739,2.4772793879,0.0421550485,2673
3.4678310087,4.5603939752,3.4481477542,0.1128154901,858
2.705648838,4.1929653767,2.792420562,0.0747844086,991
3.0312520951,4.4276559302,3.1435589301,0.0703961984,3329
2.9035420636,4.1823876347,3.234926911,0.0739300333,1143
3.2653922277,4.744013658,2.9593916316,0.1001829911,2267
2.3858591116,4.1033219439,1.9626796985,0.0812656953,4815
2.9005463218,4.3955918192,3.0687738658,0.1517385795,1659
3.200172095,4.5420455327,3.0870990741,0.0368745063,1800
3.0739818996,4.6012891161,3.3622448354,0.0186748272,585
2.5838955122,4.4087074142,3.2103409028,0,1797
2.9259479842,4.5229241527,2.8380325521,0.029314097,4061
2.4329314177,3.9656980252,2.0432001597,0.0426908621,1769
2.8453637,3.7010906008,2.4342340272,0.0535392181,5890
2.5271089842,3.8064782558,2.9219728227,0.1543222874,633
2.6950061265,3.4721052906,2.5894820574,0.0934887114,1688
2.7618027978,3.4516838937,2.6439071036,0.0530926521,689
2.8857337779,3.862510998,2.3747592033,0.1833140856,819
2.7069983586,4.161133099,2.8996384121,0,971
2.5406139692,3.779486004,2.864584061,0,868
1.9817950902,3.614478807,2.5814645647,0,1450
2.7405829007,3.5747393851,2.9997386234,0.0298720902,695
2.0152267928,3.3453333988,2.6333510102,0,1963
2.5376193474,2.9303660339,2.187447633,0,2451
3.0576888222,4.197861038,3.0439616458,0.1278831951,1034
2.180532886,3.4442839647,2.8656092566,0.0602392395,1765
2.0849760319,3.9290321919,2.9222128987,0.0533614339,2973
2.7085373137,4.1846712428,3.0865985667,0.0266440441,2637
1.9341525645,2.5311349522,1.5817271592,0.051031109,3009
2.3770289642,3.3650961266,1.7581490638,0.0219525024,1912
2.7062399625,4.373908365,2.5532607051,0.0948686248,1604
2.9209997673,4.2910246942,2.9156272191,0.0901214925,1103
2.3935804746,4.1270168939,2.1636864608,0.0573749189,7053
2.5541145766,4.1917508603,2.4196219572,0.0942698652,4834
2.9225053158,4.2577056248,3.3151475593,0.0669367406,1779
2.4413970418,3.9679944804,2.1958685544,0.0490888733,1853
1.9099377946,3.3718164614,1.8306033433,0.0260222052,5014
2.4934205256,3.8289890597,2.3808622401,0.0162636046,2712
2.1490447119,4.1138984342,2.0906858214,0.0384619042,3958
2.4151442129,3.9367305931,2.0788607065,0.0096798253,4836
1.9462709859,3.8529042684,1.6898945134,0.0476055155,3649
2.4228242925,3.4918370456,3.1429775066,0.1408815,432
2.5579187473,3.8584109522,2.8739609415,0.0251177405,1647
2.5973297807,4.3376057373,2.7811201184,0.0382557675,6736
2.4554089687,3.5497618661,1.8247903626,0.0507987217,1460
2.8566350846,4.7017710863,2.3593229202,0.0165826146,3912
2.8689021207,4.5198309698,2.6046435708,0.0236263828,5142
2.8199870883,4.077550912,2.0328223271,0.0469494582,2341
2.474392696,4.1240022793,2.6544550435,0.0283820545,3870
2.6453958944,3.7970102719,2.0861598248,0.0615570797,2274
3.0748882826,4.4564180123,2.7936622072,0.0629710402,2224
1.9450294749,3.4026924064,1.8543024869,0.0384709937,3917
2.1018344312,3.0138563601,2.855881899,0.1048552288,596
2.8737390276,3.7630594613,2.8782410225,0.0937168644,860
2.3151192375,2.5680726575,2.0178668738,0.2147144106,605
1.9867484184,3.4988127238,2.4983318238,0.0694577143,1118
3.0285291384,3.9335328395,2.6975422155,0,1654
2.3855006202,3.5910755593,2.6223900115,0,546
2.0293368559,3.245515331,2.9463986957,0,409
2.7749253971,3.9823018816,3.2279911475,0,1632
1.736526366,3.688190671,1.8182609652,0,3364
2.7476878387,4.0991874734,2.8764858111,0,1849
3.0523168449,4.1391550803,2.9342153297,0.1091580165,2818
1.6626193837,2.6088850305,2.1693907383,0.0461068478,2560
2.1202227674,3.3293180547,3.3979769401,0,589
2.6446001205,3.6032432982,2.730203955,0.0382050182,1496
1.9583797941,3.6253949096,2.4884993384,0.053234469,3552
3.0691220437,4.1100533373,2.8758561877,0.0689687246,2709
2.0755438474,2.6934985806,1.4962270054,0.0250310087,3280
2.3248298613,3.7894615911,2.1248473666,0.0576688019,6615
2.5736946686,3.8333461781,2.3825052723,0.0503114037,6372
2.668572877,4.2820036167,2.1527135349,0.0350437918,7268
2.4843156557,4.2526627082,2.2729137834,0.0463069842,4238
3.0156215648,4.4467516126,2.3868016898,0.0865255776,3353
2.0105339757,3.5364413194,2.1863431889,0.0557934507,4119
2.3901581318,3.8862060013,2.5108149727,0.0683874958,3490
2.4848159318,4.1036259261,2.2359693754,0.0714575735,1287
3.2689054413,4.1816754087,3.0020235898,0.0789084633,1254
2.8696788248,4.1584178384,2.8671451487,0.1584582329,592
2.745991977,3.914763413,2.9675991804,0.1121547456,786
2.6094447747,3.9155545307,2.426455919,0.0249361206,2480
3.0009901004,4.8036922006,2.1299680877,0.0218376602,7625
3.2618775656,4.9370041127,2.3699213043,0.0545474327,4507
3.3729419209,4.4187728904,2.6078318274,0.045139669,4046
2.9384929537,4.0828329785,3.4040957098,0.1151510192,803
1.5651513749,3.3237651407,2.3826712053,0.0273127363,5138
2.401443851,2.8529686764,2.5633586411,0.0744378539,2589
2.4157369204,3.8459273099,2.0603558588,0.0413915415,8639
2.3838019124,3.6993820962,3.4134111561,0.0995515267,549
2.6408501441,3.3860710302,2.6405972768,0.0503176129,1433
3.186347484,4.556672515,3.4008626604,0.1250257749,1778
2.3824215402,3.0991861089,3.5464111339,0.1618935684,333
2.2871840314,3.7056105395,2.170460731,0.0237289909,4341
2.6197279484,3.9807574636,2.9215502889,0.0319474862,2483
2.4307983489,3.693135799,2.6099100647,0,1959
2.3392832098,3.3195685762,2.5801081076,0,1354
2.5202847294,3.4820097721,3.4392716381,0.0329316885,629
2.4017585041,3.2093326009,3.2412568343,0,305
1.9083719905,3.4937662112,2.387691084,0,2255
1.8598588068,3.4528598101,2.678187194,0,704
2.459518205,4.0110581115,2.8793519647,0.0741101925,3113
2.8583149849,4.452457209,2.3972091651,0.0268200157,8945
2.9798460875,4.4745694859,3.2298764383,0.0255589124,2384
2.1567838513,3.8801697111,2.5470261151,0.0197946825,1091
2.5063165993,3.7987516546,3.1269541617,0.0976634191,1420
2.970184481,4.3501080555,3.2941659491,0.0516230153,1083
2.8534869715,4.3228316769,2.9373346235,0.0709989466,2809
2.5375733438,4.1352011337,2.5283560743,0.0134085157,4996
1.878923457,3.3874726002,2.1360294046,0.0322303552,3321
2.5343262548,3.4536124282,2.3398583058,0.047609841,2679
1.7954186086,3.5165960729,2.312108422,0.05992647,2339
2.7184720334,3.8953902963,2.8199239108,0.0337672508,619
2.4089569511,4.0745017218,2.4142706409,0.0945756719,4197
2.4341792747,4.1578967056,2.5626503041,0.0563240758,4017
2.380710597,3.6310243593,2.6873996676,0.1416557425,1508
2.8546799132,3.5124900554,3.2963144455,0.2522384715,894
2.3057582571,3.5511445839,3.2913225825,0.1187742433,1161
2.322343919,3.1376375178,3.7674827504,0.0204620258,561
2.3964892612,3.4973827435,2.9771337361,0.0728667916,1875
1.334465131,1.5727697537,1.2141405755,0.0277551744,5014
1.5234295076,3.4594864942,2.2372738173,0.041692965,3561
2.4346326823,4.0905544158,2.4690611252,0.0678790911,2112
2.1549960401,2.8462848673,3.1438280447,0.0478908934,798
2.3881349497,4.3278565419,2.5683822412,0.0085354675,2834
2.4122298459,4.0300068894,2.4133547453,0,751
2.377381376,3.5496688816,2.1725095731,0.0550740737,1278
1.3030129543,3.6900312891,1.8606015861,0,3419
1.4993369215,3.4426113053,1.6654229346,0,2213
2.2023944907,2.9895092284,2.422651895,0,653
1.7683285436,3.5028126452,2.4426066195,0.0656016834,1194
2.4173458856,3.7799815894,3.4131368001,0,671
1.9526083665,3.2563457879,2.095905853,0.0624160548,2740
2.1533209728,3.5261565612,2.2381891729,0,1833
2.3122892594,3.7992294495,2.0066741998,0,5780
2.6163599768,4.4795370893,1.9967994699,0,5264
2.5282619336,3.8051964897,2.6625041773,0,1366
2.536843946,3.7602674986,2.9613701952,0,670
2.2708354887,3.5667889964,1.8054370625,0.0155227838,4217
2.1218911409,3.0849577717,1.9192245782,0.1303843175,1098
2.6646909104,4.0740630115,2.3971027799,0.0434719165,3817
2.8949166142,4.296684739,2.5501722978,0.0784650393,1693
2.6422345621,4.4581240648,2.4262974695,0.0340388554,5109
2.2636647827,3.9700000909,2.8042210881,0.0225200956,1880
2.6652442916,4.4946130659,2.0910220504,0.0271188989,4411
2.8667373223,4.2698937646,2.89674737,0.0088867391,1343
1.2616388395,2.5537312776,1.1902689998,0,3474
2.2619842772,3.7112675494,2.8323122374,0.0928755685,1331
1.8969259474,3.8993667971,2.0195795881,0.0294800815,5725
2.3636480429,3.9944765726,2.6942610132,0.0642362828,2958
2.8477044565,4.6036438287,2.5465851904,0.0514672158,11371
3.2039012681,4.903671439,2.4205478714,0.0498261154,10409
2.2776066347,3.2613115549,2.9396206611,0,332
1.7933629648,3.4712509822,2.2424188127,0.030106982,1330
3.0515324451,3.906937861,3.2825485979,0.0883396289,1116
2.6597284786,4.0595231324,2.4521033825,0.0488661045,4449
2.1209975047,3.354515644,1.9272622425,0.0183880418,2369
2.0341919916,3.612584435,2.4847830475,0.0673926806,1643
2.7788701108,4.1554176408,2.98146159,0.0322303552,1220
2.7390036939,4.2210808832,3.2045865019,0.0400756996,1422
3.1389338358,4.2239745924,2.5764606642,0.0692515521,1486
2.9950538469,4.2567651696,3.1951087815,0.101247045,959
2.7876582856,3.6105160342,2.6112772803,0.0232554536,938
1.975720782,3.3205866593,2.0541552286,0.034096031,2534
2.17170667,3.6943689899,2.1754413243,0.0546590048,4506
2.3751713984,4.0342752383,1.8919880388,0.028537004,5910
2.6724652137,4.3080046255,2.3881716739,0.038606048,2174
1.5533239898,2.6429784976,1.4627148019,0.012682537,2704
2.1922440402,3.6913256351,2.1787198234,0.0142369406,3159
2.5157629713,3.4950531981,3.1565599697,0.0983621792,948
2.4744838335,3.6906318084,2.5865167904,0.0484325173,1499
2.1931694231,3.5765031399,3.1207460985,0,578
2.3478737138,3.6080522099,2.4565626197,0.0380086554,542
2.5212356986,3.3302269174,2.9866153478,0,223
2.3859984201,3.1246470107,2.1995411455,0,808
2.4655889936,3.4786633402,2.8422059392,0,409
2.2810231971,3.6877319375,2.8232430685,0.0570396314,926
2.5309171639,3.8521400074,2.8178157577,0.0568944017,1552
2.4888575644,3.3722979235,3.354547475,0.1588656259,290
2.2582908141,3.2854062553,2.8072360813,0.1052953673,330
2.6572065376,3.4172684273,2.5046212057,0.0453670174,854
1.9771554433,3.3441675519,3.0812819216,0.0667796411,506
2.3479184799,3.4012554492,2.9891986546,0.1052953673,300
2.0278711125,3.2648728276,2.5689226312,0.221065222,466
1.8402382614,3.3821963253,2.6302705559,0.040593365,946
2.1636908457,3.3287048117,2.6840572903,0.0506775168,744
2.4165987197,3.6387723054,3.1861894555,0.0744952156,935
2.3839137668,3.6144520404,2.8162471406,0.1302760513,1977
2.4491212313,3.6106550568,2.1909912339,0.0760035006,3231
2.3439471864,3.6188097394,2.6041250041,0.0645385397,1332
2.0392583709,2.1470928857,1.8677229658,0.1350362028,135
2.3214437456,3.228617455,2.8889295453,0,154
2.5635707253,3.0684772409,2.4286793113,0.0832038196,1318
2.5675335669,3.447008879,2.7714221583,0.1134721862,520
1.7943316918,3.1371165745,2.3482719393,0.0713768511,475
1.8784982398,3.1490768046,2.2105010779,0.0376542293,1019
2.2540435496,3.4872586639,2.4281180262,0,788
1.9745189526,3.4454220784,1.9144950826,0.0558753105,3370
2.0200263853,3.2790927999,1.6565257999,0.0500153437,3267
2.1988085579,3.4663380353,2.5734356516,0.0905938258,1546
1.6649224931,3.6396385658,1.8696930154,0.0047591187,2705
2.4060429711,4.0004635016,2.8785552474,0.0797160092,1984
1.5011039744,2.7225418018,2.0274835779,0.0116315418,1005
2.4299769495,3.6442763026,2.5775724711,0.0462916817,428
2.5942530552,3.6436582483,3.4045937874,0.3255504644,270
2.3594515816,3.02199234,2.8641457606,0.3083718065,277
1.2917415373,2.7620592543,2.1493801055,0.0507301292,596
1.7798971118,3.2536405471,2.5582774505,0.0846272708,1717
1.5793673687,3.6511882661,1.6865041711,0.0928712084,1038
2.0829040774,3.2585351008,2.8932843636,0,539
2.895103555,3.9460110266,2.7705343817,0,1502
1.4321204,3.7240877821,1.6670879283,0,2691
2.4835301197,3.6125186851,2.6838152572,0,572
1.6555032025,3.0589360244,2.1982574221,0,3702
1.2922460987,2.8500241468,1.5540075867,0,5678
2.5991371234,4.0395801763,2.8253016484,0.1418501795,1127
2.8191337881,3.8851806167,2.5918630126,0.0871501434,1682
1.8024281348,3.6767032729,1.6240786344,0.0267457544,3411
2.3559502652,3.5743846989,2.567581999,0.1256232103,652
1.1783025942,3.3964146747,1.6907918382,0.0278489817,3929
2.4657876119,4.149111462,2.7521622381,0.0131247332,1724
2.122314162,4.2118380861,2.377616023,0.0247097722,1669
2.5533029175,3.98807424,2.3297866506,0.0794663325,2128
2.1784209704,4.1079612178,2.0131627408,0.0336065075,2916
2.6465853354,4.1683806363,2.4192496724,0.016242449,5400
2.9410413305,4.4295764945,3.2338895703,0.0448961256,1631
2.1836388492,3.9198871037,2.0942726973,0.016467551,5265
3.0731198249,4.43016134,3.2248076799,0.1162999292,1143
2.5948663772,3.9331878894,2.40189914,0.0253886875,1626
3.2732356613,4.3376518475,3.1424252816,0.1961797618,1169
2.3845528842,3.486277804,3.2352051981,0.1090023818,683
2.2687822184,3.8191973668,2.6772810764,0.071546211,1397
2.1593266207,4.0426346313,2.7690317583,0.043452618,3809
2.3936262183,5.185468929,3.6237832269,0.0162986401,3343
2.7685794362,4.4872729465,2.5916723902,0.0585097536,626
2.1988748109,3.4871785598,3.1757166711,0.0534969289,1032
2.7040013385,4.1987165819,2.4114354424,0.0336046097,7836
2.8068542087,4.5129307816,2.1268373774,0.0156739599,3476
3.0061486644,4.3277807658,2.2433194992,0.0830795827,2528
2.6829843102,4.3403412272,2.6543807298,0.0551960075,1768
2.8335168492,4.5105491976,3.4161929991,0,1334
2.6497932552,3.9233196631,3.0722220677,0,513
2.6587650738,3.7942058958,3.1187103342,0.1390524323,669
2.9106894397,4.4556057465,2.8495425182,0.1180466057,631
2.5206889839,3.9027914711,3.0340281649,0.0842624288,868
2.6654332092,3.9694865168,3.1025704835,0.1053245884,520
1.8540064407,3.22911023,1.6621153433,0.0211793058,1994
1.795931893,3.3070439191,1.6229676991,0.0182718645,1219
1.4126703546,1.7456896068,1.3807350544,0.0109316014,2174
1.8157980455,3.2847416096,2.0286182144,0,2278
2.071598838,2.7244847334,2.7446705583,0,106
2.0657731106,2.5951822883,1.895368338,0,337
2.6126638349,3.9311698376,2.7640488047,0.0556815469,1601
2.7686502387,3.9252094323,2.1477575744,0.2346034925,1044
2.5722529905,3.9107741052,3.0350022447,0.0795972589,1278
2.1775333413,4.1011005446,2.8457345726,0.0742183516,889
2.5552306774,3.9672398439,2.951578962,0.0303258054,1301
2.1665386202,3.3971744581,2.5665840306,0.0156096197,1417
1.0643480564,2.3591501978,1.4871478809,0.0101571017,1173
2.7730029056,4.1007740062,2.5966865691,0.0614958261,1712
2.2602728661,3.7439689188,3.2565849982,0.0461429909,835
2.4700256713,3.4723076633,2.9204056061,0.1120784964,595
2.694932216,4.2192608061,2.9834583205,0.0559516268,1560
2.3287624159,3.5472610195,2.0496783023,0.0212962671,3916
2.2850170903,3.7819618872,1.7037989462,0.0138420132,1633
3.0413374876,4.6063335133,3.3016130151,0.0839609911,1186
2.6061757191,3.8335752926,3.0705162201,0.0965767681,695
3.2332142613,4.4503017504,3.2352780713,0.144777254,1470
2.0188297331,3.6612189817,2.1507758529,0.063448069,1903
3.0769176966,4.2164008207,2.510040445,0.0631648978,1097
2.8633946474,4.0471803847,3.2551339323,0.1097997809,715
2.7550569037,4.0139457826,3.1701642489,0.09833395,1454
1.7576493097,3.6661739121,1.6353305566,0.0391276021,1654
2.81587798,3.8011713355,3.0272483972,0.0312919644,1621
2.4911795537,3.9527917862,2.8512211039,0.0788560138,2180
1.7131402902,3.8027878378,2.198274442,0.0526355366,2553
2.8687509682,4.6118438418,3.1310859768,0.1549507359,830
2.5007722743,4.0628221262,3.0020968706,0.1285464622,489
2.2826403943,3.7361964821,2.6585915131,0.0495564002,1491
1.8632515607,3.9271633904,2.0081632347,0.0170722795,2575
2.2502047642,3.78815025,2.2432347885,0.123352017,838
3.0935917461,4.0347714095,2.8293510269,0.1627055919,1781
2.5510587721,3.579907594,2.7023832945,0.1496157054,1238
3.0283427702,4.3187472195,2.7292988458,0.1140169335,1019
2.8564168506,3.6348731841,2.8074215553,0.0179652044,644
2.8350871864,4.2054002601,3.2619534692,0,1047
3.2924339148,4.7704980381,3.0948178337,0,1522
2.0924561653,3.7312981777,2.3065661767,0,2977
2.4453538173,4.1087733076,1.8170153364,0,4677
2.8493774764,4.2834645738,2.5702075154,0,1678
2.9825191185,4.6127955719,2.5643964354,0.0568840587,1879
3.1927964671,4.6489369869,2.9237845309,0.0588295486,2110
2.5115866011,4.1285268742,3.0971596858,0,784
3.0636156216,4.3430831191,3.4776545404,0.1516553786,652
2.9649632837,4.5546372109,3.6038044828,0.0436471673,1200
2.3434786886,4.1072471914,2.5769507298,0.0335168085,4615
3.295725451,4.6869538464,2.9869253124,0.0696896468,1836
3.200567302,4.5949435569,2.495330744,0.1114541665,1023
2.1617676407,4.1586182691,2.1421785663,0,3752
2.4200478024,3.0392476658,2.1336366196,0.026433123,777
2.4145514731,3.9199691273,2.5178296656,0.1009973657,1186
2.0119629266,3.6273004893,2.500654506,0.0664957573,5097
2.5293258057,3.9110581686,3.2717564148,0.0791014271,1889
3.0445940831,3.9623247154,3.3579803474,0.113970208,969
2.9803245739,4.3920165278,3.7347024287,0.1146311454,2081
3.1456182295,4.5880932814,3.7305755457,0.0777570085,3270
2.5561171746,3.9576038505,3.0086682516,0.054372275,1109
2.2918120223,3.7978020756,2.8305977712,0.0312898203,2516
2.9932295898,4.5450693541,2.9797156566,0.0646951696,1612
2.8820620047,3.9308229121,3.5031186778,0.0756767602,809
2.8818720484,4.602554368,2.8699569591,0.0380249361,2036
3.0521560023,4.4289802547,3.3873599857,0.0842221014,1720
3.3998545653,4.7382988111,3.2499057136,0.2521384532,1268
2.7299107196,4.0786166373,2.4164468809,0.0988655513,888
2.652330661,4.1009337143,3.0326221962,0.0923577558,974
3.0784818302,4.0950819749,2.9191182539,0.1104352905,663
1.7249718936,3.528428496,1.9755718205,0.0191671155,6661
2.385108797,3.0034539631,2.1409819579,0.0389098065,968
2.4455050449,3.8693009561,3.2150203449,0,381
1.7227863647,2.9604795058,2.6690963273,0.1164613486,325
2.8002412069,3.4731221452,2.9728369301,0.2311498004,304
1.3299601867,3.6606251692,1.8956189124,0.0265431579,3437
2.4448268452,3.9563755866,2.2541729615,0.0262878011,1770
1.6724737855,3.5215289165,1.8548679624,0,2347
2.418315312,4.2123303347,2.8940088394,0,1748
2.8930681458,3.931358631,2.5896129321,0,769
2.6348539237,3.8119670742,2.941027568,0,1305
3.0521413489,4.373196562,2.9172572251,0,1770
3.1079598652,4.1829211535,3.410716804,0.2797029981,757
2.7912864073,4.2555703254,2.674104899,0.0824535619,1954
2.444607663,3.7731499279,3.1339987092,0.0641395165,941
3.0440288095,4.6786931272,2.5947914948,0.1296165469,1345
2.4695492576,4.0153317022,3.0769319076,0.0836618845,1185
3.0552444318,4.1243336637,3.1671875757,0.1984494109,759
1.8701078368,4.1314536953,2.0652783926,0.0139206463,8011
2.6463338832,3.6017302413,2.3534248559,0.0929139525,1182
1.9854341104,3.6681386478,2.4569528658,0.0526292417,2024
2.3144383254,3.7943048806,3.0218708861,0.1910446973,819
2.4272924062,3.4978853976,2.9039312383,0.1807262874,503
2.7134893128,3.7791093008,2.982338286,0.1583844075,172
2.7599817257,3.648926421,2.8664690656,0.2713895875,440
2.4090201271,4.0167534794,2.4467680888,0.0737311689,1901
1.9323791033,3.5203967877,2.4326722931,0.0485424307,749
2.1341277308,3.6077825655,2.9240109611,0,399
1.7610299094,3.1413478295,2.7518646875,0.0792197539,1165
1.5535461249,3.7124582128,1.9236515144,0.0102785498,5674
1.7553152592,3.2129165861,2.7429497337,0.0211793058,539
2.3975868284,3.7075270313,3.4026480242,0.0382709579,558
1.6630040192,1.9291552831,1.582531464,0.2422024986,451
2.438812519,3.5206431339,3.0663769392,0.1871762569,89
1.5841905233,3.0668158228,2.3336674485,0.0656363736,1448
1.6097334971,2.8895595261,2.0979369258,0.0375376589,3048
1.3990912097,3.4776495497,2.0053259358,0.0589361904,2245
3.1489809209,4.0346181876,2.478881314,0.0966425666,2147
2.5664592336,4.114257442,2.2170582613,0.0312197171,5613
2.4960178189,3.5790919464,3.0976823001,0.1007981449,322
3.3029149974,4.722168382,2.9025619081,0.0971244087,2553
3.1324684104,4.4093137314,3.2897321712,0.0903623158,1258
2.7621089946,4.2441562234,3.0385555891,0.0384776768,2238
2.3701260827,4.0265139858,2.2545959872,0.0189419556,4519
2.7976283427,4.3271063573,2.9588052812,0.0208589891,2004
2.245418669,3.8153842761,1.8617840656,0,3782
2.4575786634,3.9780432939,2.0615007001,0,2203
2.6055269109,3.8050722587,2.8721257298,0,1365
2.0266626834,3.3148906787,2.4817114848,0,1792
2.5435998254,4.133191347,3.379610185,0,1439
2.7330270558,3.7320951767,2.9499018459,0.2786698036,420
2.510336029,3.5644734747,3.2767828315,0.2135798153,133
2.410357917,3.5319777805,3.1336522974,0.1914332548,297
1.1318545705,3.0567667129,1.6303078781,0.022853997,2031
2.0114347215,3.6785683894,3.0270797786,0.0618901414,1426
2.8155143431,4.3861179416,1.8035644779,0.0325394185,6878
2.1900693117,3.8253514665,2.6940810624,0.0548990046,1595
2.2205465599,3.8182760242,2.0955481093,0.0324937227,4181
2.1799454898,4.2927762883,2.7598923523,0.0347567443,3326
2.6381565981,4.4950495297,2.0139588119,0.0787791545,1711
2.1976990799,4.0289259187,2.1528182302,0.0207693596,6058
2.6847518149,3.4711990381,2.6458410119,0.0641036364,1112
2.5794747308,4.5850323193,2.6560917726,0.0413170844,7609
2.50968217,3.9819255879,1.934991166,0.0114835753,8943
2.8819043464,4.2619217812,2.3349324866,0.0808760952,1619
2.5840782484,3.9237475504,2.5420951371,0.0237161228,3038
2.3894804414,3.8457577064,2.0698859108,0.0549161026,3270
3.1486099093,4.4710336287,3.0493055009,0.0837215207,1200
2.7510788326,4.3112540409,2.4486436943,0.0736177399,4255
3.3496316794,4.9038731671,3.0136697346,0.0796212809,5006
2.4658583538,3.3380843639,1.8017001439,0.1074917852,513
1.9616240598,3.8201551827,2.8232972032,0.0375799584,1533
2.9235385798,4.1964834016,2.957024742,0.0382544501,2001
2.6262978474,3.5330249897,2.2676270684,0.0626997885,1260
2.094542248,3.4254417999,3.3621636119,0.0516020563,746
2.2572145565,3.7897130035,2.3291191126,0.1013712567,2432
2.9059326896,4.6717989954,2.3592021606,0.0286878195,4834
