ent_ip_src,ent_tp_src,ent_tp_dst,ent_packet_type,total_packets,ATKorNot
0.3912435636,3.7004397181,0.3912435636,0.3912435636,13,0
0,5.9772799235,0,0,63,0
2.9684527406,1.0035138884,3.8619625865,0,85,0
0.3227569589,5.9698157824,0.4404040177,0,68,0
0.6193821947,3.5465935643,0.7732283485,0,13,0
2.5156559487,3.144522384,2.6443204726,0,105,0
0,5.2854022189,0,0,39,0
0.5556428569,6.0954853572,0.4756428569,0.3003914174,75,0
0,6.1292830169,0,0,70,0
0,3,0,0,8,0
0,5.8579809951,0,0,58,0
0,2.8073549221,0,0,7,0
2.3425316719,4.2503941536,2.9281119403,0,127,0
0.7495952573,3.4677201005,1.43454914,0.3712323266,14,0
0.3834468116,5.9492156976,0.456598927,0.1146755053,65,0
3.0235713185,1.1728948575,3.5768472817,0,92,0
0.4207551611,6.0140910891,0.4207551611,0.3085057075,66,0
0,3.7004397181,0,0,13,0
0,5.9068905956,0,0,60,0
0.9055872617,3.5898980955,0.7219280949,0.7219280949,15,0
0.3085057075,5.9723503693,0.2667649878,0.2667649878,66,0
0.4394969869,3.4594316186,0.4394969869,0.4394969869,11,0
0.1146755053,6.022367813,0.1146755053,0.1146755053,65,0
0.4138168503,3.4182958341,0.6500224216,0.6500224216,12,0
3.1132696895,2.1336606897,3.4332696895,0,50,0
0,5.9541963104,0,0,62,0
2.3748239705,4.910956091,2.567596879,0.1593500627,129,0
1.5566567075,1.3787834935,1.6644977792,0.985228136,7,0
0.3912435636,3.7004397181,0.3912435636,0.3912435636,13,0
0.5292830169,5.9470703383,0.6246612643,0.2552421132,70,0
0,6.2479275134,0,0,76,0
0.2819932915,6.1451981291,0.244765082,0.244765082,74,0
2.0141588528,4.782509059,2.3039059354,0,122,0
0.1773894532,6.1754853572,0.1773894532,0.1773894532,75,0
3.2163786564,0.7122316415,3.3392151761,0.3227569589,51,0
0.319501018,6.1215781054,0.2913320039,0.1851247601,71,0
0.5435644432,2.75,0.8112781245,0.8112781245,8,0
0.7345299214,3.8073549221,0.7345299214,0.3712323266,14,0
0.1161150753,5.96875,0.2006223243,0.2006223243,64,0
0,3.7004397181,0,0,13,0
0,5.9307373376,0,0,61,0
0.2617272755,5.7449960772,0.2253636391,0.2253636391,55,0
0,2.8073549221,0,0,7,0
0.2262123012,6.0140910891,0.1959092709,0.1959092709,66,0
0.5435644432,3,0.5435644432,0.5435644432,8,0
0.1132743035,6.0443941194,0.1132743035,0.1132743035,66,0
0.9182958341,0.9182958341,0.9182958341,0.9182958341,3,0
2.3476744761,4.1943547163,2.9944393928,0.1032750846,148,0
2.5785559236,1.513116855,2.8198019058,0,28,0
0,6.0660891905,0,0,67,0
1.6779842806,1.4425080972,2.1632095937,0,19,0
0.2108998461,6.1143694459,0.2881446193,0.1831220683,72,0
0.9182958341,0.9182958341,0.9182958341,0.9182958341,3,0
0.9669676726,6.0159832138,0.934934097,0.2183210302,86,0
0,6.2288186905,0,0,75,0
0.1021580364,6.2021520238,0.1773894532,0.1773894532,75,0
1.425605199,3.0565647621,1.7232314288,0.7219280949,15,0
0.1080231953,6.0721401598,0.1871762569,0.1871762569,70,0
0.8501514254,4.3927474104,0.6193821947,0.6193821947,26,0
0.1437261699,5.6147098441,0.1437261699,0.1437261699,49,0
0.2422921891,4.5638561898,0.4021791902,0.4021791902,25,0
0.409655442,5.6089995739,0.3182152977,0.3182152977,52,0
0.6583514225,4.5016291674,0.6583514225,0.2498822928,24,0
0.4035278227,5.638205596,0.3138129642,0.3138129642,53,0
0.8274087989,4.4585912059,0.6051865766,0.6051865766,27,0
0,5.672425342,0.1392329991,0.1392329991,51,0
0.2351933818,4.6235166412,0.3912435636,0.3912435636,26,0
0,5.5849625007,0,0,48,0
0.5304060778,4.3685225277,0.4394969869,0.4394969869,22,0
0.1370994789,5.7004397181,0.1370994789,0.1370994789,52,0
0.2667649878,4.4594316186,0.2667649878,0.2667649878,22,0
0.1392329991,5.672425342,0.1392329991,0.1392329991,51,0
0.2580186687,4.5235619561,0.2580186687,0.2580186687,23,0
0.3912435636,3.7004397181,0.3912435636,0.3912435636,13,0
0.120681014,5.9307373376,0.120681014,0.120681014,61,0
0,3.4594316186,0,0,11,0
0.1292337748,5.8073549221,0.1292337748,0.1292337748,56,0
0.8658566175,4.095795255,0.6840384356,0.6840384356,22,0
0.4475450292,5.7995897966,0.3491843735,0.3491843735,61,0
0.4854607607,4.1426643555,0.4854607607,0.4854607607,19,0
0.1292337748,5.8073549221,0.1292337748,0.1292337748,56,0
0,4.3923174228,0.2761954276,0.2761954276,21,0
0,5.4918530963,0.1537421803,0.1537421803,45,0
0.4550206598,4.6808134281,0.3809465857,0.3809465857,27,0
0.4010784002,5.4534210325,0.3424637725,0.3424637725,47,0
0.431016769,4.6940193571,0.4798320236,0.4798320236,29,0
0,5.4918530963,0,0,45,0
0,4.7004397181,0,0,26,0
0,5.5849625007,0,0,48,0
0,4.6438561898,0,0,25,0
0,5.5545888517,0,0,47,0
0.2974722489,4.1426643555,0.4854607607,0.4854607607,19,0
0.2135798153,5.8487447443,0.2135798153,0.2135798153,59,0
0,4.7548875022,0,0,27,0
0.4507913884,5.5088706343,0.4507913884,0.4507913884,53,0
0.2222848307,4.8073549221,0.2222848307,0.2222848307,28,0
0.4436315917,5.4534210325,0.3424637725,0.3424637725,47,0
0.4426608981,4.7359263506,0.3712323266,0.3712323266,28,0
0.8509484789,6.031312624,0.5872500601,0.5652502244,166,1
4.6364883846,1.3729516913,5.9838655288,0,702,1
4.3519192127,0.5469894,6.5605521982,0.0234618554,870,1
3.2922217458,1.0439350088,6.3910295691,0,778,1
2.6092061081,0.0294471615,7.1962510007,0.0147248787,746,1
2.9354999876,0.8631582489,7.1028489286,0.0370276666,1019,1
4.0090549651,0.0215747327,7.3267446922,0.0107880018,1066,1
4.6736283446,1.3900936334,6.8710043083,0.0142769548,773,1
3.5700532647,0.4323672319,7.6237730547,0.0342543322,1117,1
3.0700895617,0.9321935851,7.135435677,0.0237670051,857,1
3.4091722206,0.4787373225,6.8162022199,0.2367661872,567,1
3.9709146512,8.2315041294,2.2493159286,0.4766688369,1396,1
4.6082879121,9.2524952612,2.2295716004,0.1889749443,1210,1
4.7821725956,7.3534140576,2.8480651673,0.857606164,1108,1
3.3032949241,5.3127403373,2.4842331628,0.9961812376,660,1
1.1699889774,0.0508728024,0.0381178185,0.0293270812,75746,1
2.8855892894,3.9406333721,2.2307111036,0.974195248,525,1
0.8341091492,0.8172331289,0.561700017,0.3393807126,4664,1
2.2511867209,1.320140657,0.953849494,0.5066651923,2049,1
2.6175738937,2.3614488852,1.6306530313,0.7573810252,1039,1
5.9856718589,8.6396228135,4.4248958866,0,481,1
6.141936926,8.4691230821,4.4288384339,0,430,1
6.414160187,8.8867646076,4.7358300224,0,532,1
6.4543104168,8.886283142,4.8472347879,0,535,1
6.641763224,9.0943956604,4.9986977796,0,645,1
6.6621607826,9.0102816871,4.9820950352,0,574,1
6.8459283883,9.0411357133,5.0146701912,0,638,1
6.8765403888,8.8031775444,5.1761734644,0,526,1
7.1233546174,9.2091243426,5.3845773192,0,645,1
7.0050331776,8.6922201347,5.423231853,0,441,1
7.0120504147,8.993554367,5.5145796261,0,563,1
7.1978542762,9.0851562172,5.6590964199,0,617,1
7.2672954655,8.9017574719,5.6455417392,0,575,1
7.2726597828,9.0187586224,5.8531492697,0,587,1
7.3637855704,8.911018052,5.931458735,0,529,1
7.4309934984,9.1219126224,5.9090238837,0.0293016745,671,1
7.4644191832,8.9962483488,5.9437148948,0,566,1
7.5750399566,8.9822411033,6.0321458447,0,569,1
7.51087176,9.173153932,6.1529152297,0,643,1
7.6002106438,9.0814707647,6.2049122885,0,601,1
7.7057124669,8.9929221932,6.2441107562,0.0325070123,594,1
7.6523181668,8.7486450608,6.3279145125,0,485,1
7.6803140987,8.6976460458,6.3302637187,0,465,1
7.7086677038,8.7911289188,6.4540937464,0,509,1
7.5743837199,8.4868725867,6.3420720734,0,402,1
7.5240059389,8.4624967779,6.3755893403,0,407,1
7.5530257766,8.3205706497,6.4103751726,0,370,1
7.6400141121,8.3812155651,6.4335096965,0,372,1
7.7857053197,8.7886032782,6.5275783846,0,507,1
7.9612393037,9.14207979,6.5733717348,0,660,1
7.9631942831,8.8161650679,6.6633805506,0,502,1
7.8533721422,8.8378787853,6.5723612399,0,531,1
8.0298686436,9.0268998444,6.8039603565,0,585,1
8.0140656264,9.1091201676,6.7842206118,0,624,1
7.9437813769,8.7823614116,6.7553917587,0,489,1
8.0656644822,9.0272822636,6.824529499,0,597,1
8.0389886163,8.8771638214,6.8427805014,0,517,1
7.9513072592,8.9055087992,6.8200390008,0,564,1
8.1493307207,9.0493175011,6.8837187506,0,608,1
8.1800517306,9.2016977326,6.9336826893,0,685,1
8.2465243708,9.1375273381,6.9739301889,0,657,1
8.0300800938,8.8847708634,6.9366108577,0,563,1
8.2932633433,9.2053071966,7.0448970198,0,723,1
8.283592009,9.1222812157,7.0252352454,0,661,1
4.0966323083,0.2552762215,5.4587940497,0.063067808,270,1
4.7250900234,1.5959051139,6.3404429574,0.0249185518,811,1
3.4420572085,0.0933829743,6.0408679403,0.036833893,769,1
3.2095373812,0.8597842278,6.8355185144,0.0113680477,1004,1
2.2407698412,0,7.2318251926,0,821,1
3.5874935089,0.8156894783,7.2424564008,0.0194781,1080,1
4.1546532467,0.01282993,7.1910605248,0.01282993,874,1
4.4171247799,1.5830276172,6.9461562864,0.0127033725,884,1
3.4728029177,0.1502421315,7.6228478303,0.0096622802,1209,1
3.2199113855,0.9624807766,6.7646334478,0.0232554536,879,1
3.8357042254,4.5905144211,4.8025579726,0.1672825109,768,1
4.8270986065,7.0855799826,2.469409725,0.834488723,1316,1
4.8094001163,8.1314817652,2.6620385178,0.698101562,1327,1
1.0196514791,0.3772356796,0.2228662152,0.1599913505,37519,1
4.2190389325,7.0669975952,3.0819652856,0.6411011428,350,1
0.0893470191,0.0325188997,0.0247136401,0.0193675251,108715,1
1.7133264796,1.0317959178,0.7050277959,0.4279217029,2001,1
1.8810312364,0.8617475369,0.6238473551,0.357513293,4324,1
1.8809710977,0.7253530288,0.5519424912,0.3209279858,3221,1
3.1346469721,0.2960996465,0.2647929439,0.1688016294,1878,1
5.9404824252,8.4246084723,4.3562388859,0,478,1
6.2132857775,8.5727831434,4.5033289979,0.0792600457,470,1
6.3462353814,8.8178458963,4.6971147802,0,521,1
6.4843035589,8.940988242,4.8610915364,0,574,1
6.4393425479,8.6761641457,4.9242759139,0,493,1
6.6554322424,8.8602511386,5.0049447892,0,493,1
6.7655734342,8.9007457762,5.0103759815,0,554,1
6.9329439012,8.8796709324,5.2451405168,0,553,1
6.9667832855,8.7143440526,5.349829245,0,459,1
6.9831576726,8.6283106018,5.3716741148,0,454,1
7.1208613648,8.8164982452,5.5302404171,0,492,1
7.1849366552,8.9602810995,5.6394469569,0,576,1
7.205905461,8.8707188681,5.7773199108,0,538,1
7.2245457191,8.817841629,5.7202704899,0,533,1
7.2882499031,8.6123484564,5.7893133747,0,439,1
7.5008942579,8.7973860409,6.012376025,0,517,1
7.4901779598,8.9048797859,5.916034158,0,559,1
7.5725453062,9.0297635053,6.0903231528,0,593,1
7.5217258422,8.867749927,6.1480120486,0,521,1
7.0715740346,8.1148340827,6.065231764,0,310,1
7.6483285923,8.9403537885,6.2548719121,0,583,1
7.6267331575,8.7187708217,6.3199517341,0,490,1
7.5804699765,8.6006667903,6.3593251766,0,462,1
7.599402686,8.6637509891,6.3359275648,0,470,1
7.6338979098,8.6750159307,6.4411394281,0,472,1
7.8042739501,8.8508896711,6.4874138348,0,540,1
7.6569060075,8.4299672919,6.5087004867,0,378,1
7.8660828759,8.8152799152,6.464718613,0,531,1
8.0122907297,9.088425585,6.5017123179,0,636,1
8.0526814962,9.0606670518,6.6900543469,0,611,1
7.9570721422,8.9577854027,6.6368979285,0,555,1
8.1169388321,9.2689309863,6.8166257957,0,723,1
8.045097133,8.9251059902,6.7512779278,0,550,1
8.0172475978,8.9476568745,6.823176427,0,549,1
8.0033492058,8.978053155,6.8031321461,0,572,1
8.0684401901,9.0389892899,6.8085075072,0,611,1
8.2098085104,9.3191185784,6.8803577271,0,712,1
8.168159933,9.173357778,6.854488242,0,688,1
8.2273480289,9.2750014787,6.9652573165,0,709,1
8.0123025397,9.0887038619,6.8208084648,0,695,1
11.2870454522,0,0,0,5006,1
11.2877123795,0,0,0,5000,1
11.2871351861,0,0,0,4998,1
11.2872673531,0,0,0,5004,1
11.2886435345,0.0093740001,0.0093740001,0.0050866358,5006,1
11.2872673531,0,0,0,5004,1
11.2877123795,0,0,0,5000,1
11.2395985292,0,0,0,4836,1
11.2880667137,0,0,0,5004,1
11.2877123795,0,0,0,5000,1
11.5503026139,0,0,0,6012,1
11.5517082616,0,0,0,6004,1
11.5508567582,0,0,0,6006,1
11.5511526034,0,0,0,6010,1
11.5520033186,0.0079859413,0.0079859413,0.0043259401,6008,1
11.5508567582,0,0,0,6006,1
11.5510420391,0,0,0,6004,1
11.5508567582,0,0,0,6006,1
11.5510420391,0,0,0,6004,1
11.5510420391,0,0,0,6004,1
11.5526690975,0.0079859413,0.0079859413,0.0043259401,6008,1
11.550487046,0,0,0,6010,1
11.5512276036,0,0,0,6002,1
11.5510420391,0,0,0,6004,1
11.5510420391,0,0,0,6004,1
11.5510420391,0,0,0,6004,1
11.5520033186,0.0079859413,0.0079859413,0.0043259401,6008,1
11.5508567582,0,0,0,6006,1
11.5508567582,0,0,0,6006,1
11.7724088157,0.0069784828,0.0069784828,0.003774933,7002,1
11.7706638929,0,0,0,6988,1
11.7715837655,0,0,0,6998,1
11.7709173871,0,0,0,6992,1
11.7705993081,0,0,0,6996,1
11.7703453047,0,0,0,6992,1
11.7713301619,0,0,0,6994,1
11.7710767403,0,0,0,6990,1
11.7705993081,0,0,0,6996,1
11.7713301619,0.0069855216,0.0069855216,0.0037787792,6994,1
11.7700914831,0,0,0,6988,1
11.7703453047,0,0,0,6992,1
11.7710767403,0,0,0,6990,1
11.7706638929,0,0,0,6988,1
11.7708534924,0,0,0,7000,1
11.7703453047,0,0,0,6992,1
11.771424921,0,0,0,7000,1
11.7695190732,0,0,0,6988,1
11.7725039546,0.0069732136,0.0069732136,0.0037720537,7008,1
11.7699656528,0,0,0,7004,1
11.7713301619,0,0,0,6994,1
11.722051219,0,0,0,6762,1
11.7705044942,0,0,0,6990,1
11.7704405817,0,0,0,6998,1
11.6711998518,0,0,0,6528,1
11.787978089,0,0,0,7210,1
11.9655890242,0.0088575121,0.0088575121,0.0033483399,8010,1
11.9645064514,0,0,0,8004,1
11.9656450383,0,0,0,8002,1
11.9646452883,0,0,0,8002,1
11.9655059517,0,0,0,8004,1
11.9654504502,0,0,0,8012,1
11.9655890242,0,0,0,8010,1
11.9657842847,0,0,0,8000,1
11.964367774,0,0,0,8006,1
11.966033437,0.0061917495,0.0061917495,0.0033453584,8018,1
11.9649511991,0,0,0,8012,1
11.9655059517,0,0,0,8004,1
11.9650062015,0,0,0,8004,1
11.6788023582,0,0,0,6568,1
12.8718051998,0,0,0,15108,1
11.905387005,0,0,0,7672,1
12.702089085,0,0,0,13330,1
12.3633134644,0.0048607837,0.0048607837,0.0026202072,10538,1
10.9126006214,0,0,0,3858,1
12.2407445039,0,0,0,9688,1
12.480614563,0,0,0,11450,1
11.389216615,0,0,0,5370,1
11.991495165,0,0,0,8166,1
12.3585887933,0,0,0,10534,1
11.8904386609,0,0,0,7604,1
11.8943795029,0,0,0,7622,1
12.2704099054,0,0,0,9914,1
11.9823071519,0,0,0,8106,1
11.9671697872,0,0,0,8016,1
11.9765907845,0.013746521,0.013746521,0.0113163715,8074,1
12.1381482373,0,0,0,9018,1
12.1359795372,0,0,0,9010,1
12.0710525767,0,0,0,8636,1
12.1162714448,0,0,0,8910,1
12.1433118904,0,0,0,9078,1
12.1327492192,0,0,0,9012,1
11.4146852358,0,0,0,5460,1
12.2883104898,0.0050839345,0.0050839345,0.0027416366,10018,1
12.2764815984,0,0,0,9928,1
11.5510420391,0,0,0,6004,1
12.0971954214,0,0,0,8774,1
12.3231836563,0,0,0,10260,1
11.8447351998,0,0,0,7370,1
12.1537231343,0,0,0,9138,1
12.1859464676,0,0,0,9330,1
11.9281758622,0.0141528945,0.0141528945,0.0116523494,7808,1
12.1485000365,0,0,0,9094,1
12.0671231039,0,0,0,8596,1
12.1152195302,0,0,0,8898,1
12.1404388228,0,0,0,9060,1
11.9869350803,0,0,0,8132,1
12.0383384685,0,0,0,8432,1
12.2665605722,0.002780917,0.002780917,0,9860,1
11.2421195474,0.0096378301,0.0096378301,0.0096378301,4850,1
12.419068454,0,0,0,10956,1
12.4188050016,0,0,0,10954,1
10.943586305,0,0,0,3950,1
12.1561552259,0,0,0,9134,1
12.3865869844,0,0,0,10726,1
12.173700156,0.0029432463,0.0029432463,0,9254,1
11.9201294994,0.0034349449,0.0034349449,0.0034349449,7784,1
12.2379685831,0,0,0,9686,1
12.0316471669,0,0,0,8382,1
11.9624779105,0,0,0,7990,1
12.4369736531,0,0,0,11126,1
12.5513565034,0,0,0,12030,1
12.6649590205,0,0,0,13008,1
12.1795981308,0.0029364384,0.0029364384,0,9278,1
12.3071560648,0,0,0,10144,1
12.5509872145,0,0,0,12002,1
11.063290683,0,0,0,4288,1
12.0132146871,0,0,0,8284,1
12.5877043587,0,0,0,12328,1
12.4520621341,0.0024758815,0.0024758815,0,11226,1
11.8646614595,0.0035659794,0.0035659794,0.0035659794,7464,1
12.261009334,0,0,0,9836,1
