IP_source,destination_port,sum_ip
113.186.179.71,0.0,1
115.72.224.54,0.0,1
64.233.173.158,0.0,1
66.249.84.200,0.0,1
27.67.38.212,0.0,1
117.118.2.235,0.0,1
203.113.152.2,2.321928094887362,5
203.113.152.7,0.0,1
27.67.38.212,2.584962500721156,6
171.233.49.16,2.807354922057604,7
203.113.152.4,2.0,4
27.67.38.212,2.321928094887362,5
117.118.2.235,0.0,1
203.113.152.4,0.0,1
100.111.121.101,0.0,1
117.118.2.235,1.950212064914747,7
69.162.124.232,1.584962500721156,3
100.111.121.101,2.584962500721156,6
117.118.2.235,2.0,4
123.26.174.200,2.584962500721156,6
203.113.152.3,0.0,1
69.162.124.232,0.0,1
117.118.2.235,0.0,1
171.232.27.113,0.0,1
42.112.145.254,2.0,4
203.113.152.8,0.0,1
27.67.38.212,0.0,1
100.111.121.101,2.807354922057604,7
27.67.38.212,2.584962500721156,6
27.67.38.212,2.321928094887362,5
42.114.184.41,0.0,1
100.75.6.82,2.807354922057604,7
117.118.2.235,2.584962500721156,6
171.232.27.113,0.0,1
42.114.184.41,2.0,4
123.26.174.200,2.807354922057604,7
203.113.152.4,0.0,1
42.114.184.41,1.584962500721156,3
100.69.186.43,1.584962500721156,3
100.75.6.82,2.584962500721156,6
117.118.2.235,0.0,1
100.69.186.43,1.0,2
123.26.174.200,1.0,2
42.114.184.41,0.0,1
113.23.106.61,0.0,1
123.26.174.200,2.0,4
100.75.6.82,2.807354922057604,7
113.23.106.61,3.8073549220576055,14
123.26.174.200,0.0,1
42.118.52.174,2.584962500721156,6
113.185.9.52,3.521640636343319,14
117.118.2.235,1.584962500721156,3
123.26.174.200,2.321928094887362,5
100.75.6.82,2.807354922057604,7
117.118.2.235,2.0,4
42.118.52.174,1.0,2
113.185.26.226,0.0,1
171.232.27.113,0.0,1
203.113.152.5,0.0,1
69.162.124.229,0.0,1
69.162.124.229,1.584962500721156,3
100.69.186.43,0.0,1
171.246.181.77,2.807354922057604,7
100.69.186.43,1.584962500721156,3
171.246.181.77,0.0,1
203.113.152.8,0.0,1
203.113.152.125,0.0,1
171.232.27.113,0.0,1
184.105.139.98,0.0,1
203.113.152.125,1.584962500721156,3
66.249.82.220,0.0,1
66.249.82.222,0.0,1
66.249.82.220,2.584962500721156,6
66.249.82.221,2.584962500721156,6
66.249.82.222,3.169925001442312,9
100.91.213.212,2.584962500721156,6
107.167.113.182,2.807354922057604,7
203.113.152.5,0.0,1
66.249.82.216,1.584962500721156,3
66.249.82.217,1.0,2
66.249.82.218,2.0,4
66.249.82.220,1.584962500721156,3
66.249.82.221,1.584962500721156,3
100.69.186.43,3.321928094887362,10
123.26.44.160,2.584962500721156,6
66.249.82.216,2.0,4
66.249.82.217,2.0,4
66.249.82.218,1.584962500721156,3
100.91.213.212,2.584962500721156,6
203.113.152.3,0.0,1
66.249.82.220,1.0,2
66.249.82.221,1.0,2
66.249.82.222,1.0,2
100.91.213.212,2.807354922057604,7
203.113.152.3,1.584962500721156,3
66.249.82.216,1.0,2
66.249.82.217,1.584962500721156,3
66.249.82.218,1.0,2
66.249.82.220,0.0,1
100.91.213.212,2.321928094887362,5
66.249.82.220,1.584962500721156,3
66.249.82.221,2.584962500721156,6
66.249.82.222,3.0,8
100.91.213.212,2.584962500721156,6
115.78.0.234,0.0,1
115.78.10.114,0.0,1
115.78.15.111,1.0,2
123.27.149.107,2.807354922057604,7
171.232.27.113,0.0,1
171.232.61.193,0.0,1
113.23.11.214,2.807354922057604,7
115.74.42.195,0.0,1
117.118.2.235,0.0,1
171.232.61.193,2.584962500721156,6
66.249.82.220,0.0,1
115.74.42.195,3.7004397181410926,13
66.249.71.156,0.0,1
66.249.80.10,0.0,1
66.249.82.220,1.0,2
66.249.82.221,1.0,2
66.249.82.222,1.0,2
100.91.213.212,2.584962500721156,6
115.74.42.195,0.0,1
66.249.84.198,0.0,1
171.232.27.113,0.0,1
66.249.82.216,0.0,1
66.249.82.217,0.0,1
66.249.82.218,0.0,1
66.249.82.221,1.0,2
100.91.213.212,0.0,1
115.74.42.195,0.0,1
42.118.154.207,3.0,8
66.249.82.216,2.0,4
66.249.82.217,0.0,1
66.249.82.218,2.0,4
100.91.213.212,2.321928094887362,5
171.224.254.254,2.521640636343318,7
171.232.36.83,2.584962500721156,6
14.184.160.247,2.0,4
42.118.154.207,2.584962500721156,6
100.69.186.43,1.0,2
115.74.42.195,3.0,8
66.249.66.19,0.0,1
66.249.77.17,0.0,1
66.249.82.216,1.0,2
66.249.82.218,0.0,1
100.69.186.43,3.0,8
113.183.216.176,0.0,1
120.138.68.207,0.0,1
69.162.124.229,2.0,4
115.74.42.195,2.807354922057604,7
171.224.254.254,0.0,1
203.113.152.5,0.0,1
66.249.82.217,1.0,2
115.74.42.195,0.0,1
115.74.42.195,2.321928094887362,5
123.27.149.107,0.0,1
171.232.36.83,2.584962500721156,6
14.165.85.1,0.0,1
123.27.149.107,3.459431618637298,11
171.224.254.254,3.169925001442312,9
171.247.106.231,0.0,1
203.113.152.125,1.584962500721156,3
14.165.85.1,3.0,8
72.14.199.68,0.0,1
115.74.42.195,0.0,1
171.232.27.113,0.0,1
203.113.152.125,0.0,1
218.89.52.93,0.0,1
66.249.82.216,0.0,1
66.249.82.217,2.0,4
66.249.82.218,1.584962500721156,3
100.91.213.212,2.584962500721156,6
123.27.149.107,0.0,1
66.249.82.216,0.0,1
115.74.42.195,2.584962500721156,6
123.27.149.107,3.459431618637298,11
203.113.152.5,0.0,1
14.165.85.1,2.807354922057604,7
69.162.124.232,0.0,1
84.211.32.22,2.0,4
207.46.13.181,0.0,1
27.3.144.48,1.0,2
69.162.124.232,1.584962500721156,3
123.27.149.107,0.0,1
171.232.27.113,0.9182958340544896,3
217.182.132.93,0.0,1
68.180.228.185,0.0,1
123.27.149.107,0.0,1
103.199.32.121,3.0,8
